audio,image,id,type,annotator,annotation_id,created_at,updated_at,lead_time
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68504_MV_clean_14_to_16.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68504_MV_clean_14_to_16.png,3776,Unsure,11,2442,2022-06-19T04:15:32.486691Z,2022-06-19T04:15:32.486734Z,5.819
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84947_PV_clean_0_to_2.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84947_PV_clean_0_to_2.png,3775,Heart sound,11,2441,2022-06-19T04:15:25.893520Z,2022-06-19T04:15:25.893580Z,6.349
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85337_TV_clean_8_to_10.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85337_TV_clean_8_to_10.png,3774,Heart sound,11,2440,2022-06-19T04:15:05.045248Z,2022-06-19T04:15:05.045290Z,3.343
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85216_PV_clean_8_to_10.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85216_PV_clean_8_to_10.png,3773,Heart sound,11,2439,2022-06-19T04:15:00.870925Z,2022-06-19T04:15:00.870968Z,4.116
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85219_AV_clean_6_to_8.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85219_AV_clean_6_to_8.png,3772,Heart sound,11,2438,2022-06-19T04:14:55.943173Z,2022-06-19T04:14:55.943209Z,4.897
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50656_TV_1_clean_4_to_6.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50656_TV_1_clean_4_to_6.png,3771,Heart sound,11,2437,2022-06-19T04:14:50.249899Z,2022-06-19T04:14:50.249937Z,3.646
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85192_AV_clean_6_to_8.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85192_AV_clean_6_to_8.png,3770,Heart sound,11,2436,2022-06-19T04:14:45.811974Z,2022-06-19T04:14:45.812017Z,3.987
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/49562_PV_clean_16_to_18.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/49562_PV_clean_16_to_18.png,3769,Heart sound,11,2435,2022-06-19T04:14:41.014692Z,2022-06-19T04:14:41.014742Z,4.771
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84716_PV_clean_6_to_8.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84716_PV_clean_6_to_8.png,3768,Heart sound,11,2434,2022-06-19T04:14:35.401082Z,2022-06-19T04:14:35.401120Z,4.622
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50056_MV_clean_26_to_28.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50056_MV_clean_26_to_28.png,3767,Heart sound,11,2433,2022-06-19T04:14:29.975100Z,2022-06-19T04:14:29.975135Z,3.695
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50339_AV_clean_2_to_4.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50339_AV_clean_2_to_4.png,3766,Heart sound,11,2432,2022-06-19T04:14:25.486214Z,2022-06-19T04:14:25.486257Z,6.988
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85110_PV_clean_0_to_2.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85110_PV_clean_0_to_2.png,3765,Heart sound,11,2431,2022-06-19T04:14:17.678745Z,2022-06-19T04:14:17.678777Z,4.426
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85240_AV_clean_14_to_16.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85240_AV_clean_14_to_16.png,3764,Heart sound,11,2430,2022-06-19T04:14:12.458720Z,2022-06-19T04:14:12.458767Z,4.376
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/81501_AV_clean_6_to_8.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/81501_AV_clean_6_to_8.png,3763,Heart sound,11,2429,2022-06-19T04:14:07.304584Z,2022-06-19T04:14:07.304627Z,4.866
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50145_MV_clean_12_to_14.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50145_MV_clean_12_to_14.png,3762,Heart sound,11,2428,2022-06-19T04:14:01.644061Z,2022-06-19T04:14:01.644096Z,3.835
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68482_AV_clean_0_to_2.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68482_AV_clean_0_to_2.png,3761,Heart sound,11,2427,2022-06-19T04:13:56.786271Z,2022-06-19T04:13:56.786309Z,3.873
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50385_MV_clean_12_to_14.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50385_MV_clean_12_to_14.png,3760,Heart sound,11,2426,2022-06-19T04:13:52.109014Z,2022-06-19T04:13:52.109047Z,3.727
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50303_AV_clean_2_to_4.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50303_AV_clean_2_to_4.png,3759,Heart sound,11,2425,2022-06-19T04:13:47.319666Z,2022-06-19T04:13:47.319705Z,5.83
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84961_TV_clean_16_to_18.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84961_TV_clean_16_to_18.png,3758,Heart sound,11,2424,2022-06-19T04:13:40.639496Z,2022-06-19T04:13:40.639548Z,3.697
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50754_MV_clean_12_to_14.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50754_MV_clean_12_to_14.png,3757,Heart sound,11,2423,2022-06-19T04:13:36.239349Z,2022-06-19T04:13:36.239402Z,3.687
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50635_PV_clean_28_to_30.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50635_PV_clean_28_to_30.png,3756,Heart sound,11,2422,2022-06-19T04:13:31.739497Z,2022-06-19T04:13:31.739541Z,4.775
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50017_MV_clean_14_to_16.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50017_MV_clean_14_to_16.png,3755,Heart sound,11,2421,2022-06-19T04:13:26.155457Z,2022-06-19T04:13:26.155496Z,3.138
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50007_PV_clean_6_to_8.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50007_PV_clean_6_to_8.png,3754,Heart sound,11,2420,2022-06-19T04:13:22.227960Z,2022-06-19T04:13:22.227997Z,4.161
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84695_MV_clean_2_to_4.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84695_MV_clean_2_to_4.png,3753,Unsure,11,2419,2022-06-19T04:13:17.269916Z,2022-06-19T04:13:17.269956Z,3.657
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85026_MV_clean_6_to_8.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85026_MV_clean_6_to_8.png,3752,Unsure,11,2418,2022-06-19T04:13:12.818891Z,2022-06-19T04:13:12.818929Z,4.781
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50747_PV_clean_10_to_12.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50747_PV_clean_10_to_12.png,3751,Heart sound,11,2417,2022-06-19T04:13:07.230983Z,2022-06-19T04:13:07.231021Z,3.318
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50819_AV_clean_16_to_18.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50819_AV_clean_16_to_18.png,3750,Heart sound,11,2416,2022-06-19T04:13:03.089485Z,2022-06-19T04:13:03.089524Z,3.761
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50117_PV_clean_2_to_4.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50117_PV_clean_2_to_4.png,3749,Heart sound,11,2415,2022-06-19T04:12:58.519908Z,2022-06-19T04:12:58.519952Z,3.951
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68222_MV_clean_8_to_10.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68222_MV_clean_8_to_10.png,3748,Heart sound,11,2414,2022-06-19T04:12:53.806120Z,2022-06-19T04:12:53.806175Z,3.323
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85026_AV_clean_8_to_10.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85026_AV_clean_8_to_10.png,3747,Heart sound,11,2413,2022-06-19T04:12:49.676844Z,2022-06-19T04:12:49.676880Z,4.134
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68901_TV_clean_6_to_8.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68901_TV_clean_6_to_8.png,3746,Heart sound,11,2412,2022-06-19T04:12:44.023642Z,2022-06-19T04:12:44.023679Z,4.082
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84857_AV_clean_10_to_12.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84857_AV_clean_10_to_12.png,3745,Unsure,11,2411,2022-06-19T04:12:39.197280Z,2022-06-19T04:12:39.197371Z,4.568
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50281_PV_clean_4_to_6.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50281_PV_clean_4_to_6.png,3744,,11,2410,2022-06-19T04:12:33.849489Z,2022-06-19T04:12:33.849526Z,3.711
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/49995_AV_clean_16_to_18.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/49995_AV_clean_16_to_18.png,3743,Unsure,11,2409,2022-06-19T04:12:29.374517Z,2022-06-19T04:12:29.374555Z,3.712
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85075_MV_clean_4_to_6.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85075_MV_clean_4_to_6.png,3742,Heart sound,11,2408,2022-06-19T04:12:24.910080Z,2022-06-19T04:12:24.910114Z,3.434
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50386_MV_clean_24_to_26.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50386_MV_clean_24_to_26.png,3741,Heart sound,11,2407,2022-06-19T04:12:20.705146Z,2022-06-19T04:12:20.705182Z,3.837
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50631_MV_clean_10_to_12.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50631_MV_clean_10_to_12.png,3740,Heart sound,11,2406,2022-06-19T04:12:15.819036Z,2022-06-19T04:12:15.819080Z,4.182
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/49631_AV_clean_14_to_16.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/49631_AV_clean_14_to_16.png,3739,Heart sound,11,2405,2022-06-19T04:12:10.756163Z,2022-06-19T04:12:10.756200Z,6.896
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/24160_AV_clean_2_to_4.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/24160_AV_clean_2_to_4.png,3738,Unsure,11,2404,2022-06-19T04:12:03.051626Z,2022-06-19T04:12:03.051669Z,4.638
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85110_AV_clean_6_to_8.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85110_AV_clean_6_to_8.png,3737,Unsure,11,2403,2022-06-19T04:11:57.562737Z,2022-06-19T04:11:57.562771Z,5.066
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50657_MV_clean_10_to_12.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50657_MV_clean_10_to_12.png,3736,Unsure,11,2402,2022-06-19T04:11:51.643633Z,2022-06-19T04:11:51.643676Z,5.288
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84815_MV_clean_4_to_6.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84815_MV_clean_4_to_6.png,3735,Heart sound,11,2401,2022-06-19T04:11:45.514018Z,2022-06-19T04:11:45.514065Z,3.887
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85265_MV_clean_16_to_18.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85265_MV_clean_16_to_18.png,3734,Heart sound,11,2400,2022-06-19T04:11:40.808554Z,2022-06-19T04:11:40.808591Z,4.521
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84896_PV_clean_8_to_10.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84896_PV_clean_8_to_10.png,3733,Heart sound,11,2399,2022-06-19T04:11:35.441868Z,2022-06-19T04:11:35.441905Z,4.215
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50815_AV_clean_14_to_16.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50815_AV_clean_14_to_16.png,3732,Heart sound,11,2398,2022-06-19T04:11:30.293049Z,2022-06-19T04:11:30.293084Z,3.297
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/69144_MV_clean_0_to_2.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/69144_MV_clean_0_to_2.png,3731,Heart sound,11,2397,2022-06-19T04:11:26.190006Z,2022-06-19T04:11:26.190053Z,3.487
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85165_MV_clean_4_to_6.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85165_MV_clean_4_to_6.png,3730,Heart sound,11,2396,2022-06-19T04:11:21.880147Z,2022-06-19T04:11:21.880181Z,4.174
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50725_MV_clean_10_to_12.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50725_MV_clean_10_to_12.png,3729,Heart sound,11,2395,2022-06-19T04:11:16.927331Z,2022-06-19T04:11:16.927368Z,5.175
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50278_TV_clean_4_to_6.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50278_TV_clean_4_to_6.png,3728,Heart sound,11,2394,2022-06-19T04:11:10.963752Z,2022-06-19T04:11:10.963793Z,4.1
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50678_TV_clean_16_to_18.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50678_TV_clean_16_to_18.png,3727,Heart sound,11,2393,2022-06-19T04:11:06.080641Z,2022-06-19T04:11:06.080676Z,4.005
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84876_AV_clean_12_to_14.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84876_AV_clean_12_to_14.png,3726,Heart sound,11,2392,2022-06-19T04:11:01.255548Z,2022-06-19T04:11:01.255585Z,4.791
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50160_PV_clean_16_to_18.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50160_PV_clean_16_to_18.png,3725,Heart sound,11,2391,2022-06-19T04:10:55.673825Z,2022-06-19T04:10:55.673860Z,4.519
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85162_PV_clean_6_to_8.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85162_PV_clean_6_to_8.png,3724,Heart sound,11,2390,2022-06-19T04:10:50.362226Z,2022-06-19T04:10:50.362271Z,4.23
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85285_TV_clean_28_to_30.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85285_TV_clean_28_to_30.png,3723,Heart sound,11,2389,2022-06-19T04:10:45.348836Z,2022-06-19T04:10:45.348903Z,4.548
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50793_TV_clean_8_to_10.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50793_TV_clean_8_to_10.png,3722,Noise,11,2388,2022-06-19T04:10:40.001195Z,2022-06-19T04:10:40.001228Z,4.735
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68752_PV_clean_4_to_6.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68752_PV_clean_4_to_6.png,3721,Heart sound,11,2387,2022-06-19T04:10:34.476613Z,2022-06-19T04:10:34.476646Z,4.13
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84762_PV_clean_8_to_10.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84762_PV_clean_8_to_10.png,3720,Heart sound,11,2386,2022-06-19T04:10:29.594518Z,2022-06-19T04:10:29.594568Z,3.825
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/49653_AV_clean_14_to_16.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/49653_AV_clean_14_to_16.png,3719,Heart sound,11,2385,2022-06-19T04:10:24.975112Z,2022-06-19T04:10:24.975156Z,3.982
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85037_AV_clean_0_to_2.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85037_AV_clean_0_to_2.png,3718,Heart sound,11,2384,2022-06-19T04:10:20.214277Z,2022-06-19T04:10:20.214314Z,3.565
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/49691_MV_clean_14_to_16.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/49691_MV_clean_14_to_16.png,3717,Heart sound,11,2383,2022-06-19T04:10:15.893136Z,2022-06-19T04:10:15.893182Z,4.311
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50639_TV_clean_14_to_16.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50639_TV_clean_14_to_16.png,3716,Heart sound,11,2382,2022-06-19T04:10:10.785174Z,2022-06-19T04:10:10.785215Z,3.385
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68582_MV_clean_2_to_4.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68582_MV_clean_2_to_4.png,3715,Heart sound,11,2381,2022-06-19T04:10:06.637064Z,2022-06-19T04:10:06.637101Z,4.04
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68831_AV_clean_0_to_2.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68831_AV_clean_0_to_2.png,3714,Unsure,11,2380,2022-06-19T04:10:01.810279Z,2022-06-19T04:10:01.810321Z,5.022
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50029_AV_clean_16_to_18.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50029_AV_clean_16_to_18.png,3713,Heart sound,11,2379,2022-06-19T04:09:55.787788Z,2022-06-19T04:09:55.787828Z,5.384
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84962_PV_clean_8_to_10.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84962_PV_clean_8_to_10.png,3712,Heart sound,11,2378,2022-06-19T04:09:49.633796Z,2022-06-19T04:09:49.633831Z,5.0
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85203_AV_clean_14_to_16.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85203_AV_clean_14_to_16.png,3711,Unsure,11,2377,2022-06-19T04:09:43.833387Z,2022-06-19T04:09:43.833422Z,5.201
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50691_TV_clean_22_to_24.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50691_TV_clean_22_to_24.png,3710,Heart sound,11,2376,2022-06-19T04:09:37.847395Z,2022-06-19T04:09:37.847431Z,4.62
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50725_PV_clean_24_to_26.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50725_PV_clean_24_to_26.png,3709,Heart sound,11,2375,2022-06-19T04:09:32.465220Z,2022-06-19T04:09:32.465255Z,4.727
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84799_PV_clean_6_to_8.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84799_PV_clean_6_to_8.png,3708,Heart sound,11,2374,2022-06-19T04:09:26.955838Z,2022-06-19T04:09:26.955875Z,716.657
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85261_AV_clean_10_to_12.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85261_AV_clean_10_to_12.png,3707,Heart sound,11,2373,2022-06-19T03:57:29.424581Z,2022-06-19T03:57:29.424624Z,4.058
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85241_TV_clean_20_to_22.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85241_TV_clean_20_to_22.png,3706,Unsure,11,2372,2022-06-19T03:57:24.500338Z,2022-06-19T03:57:24.500375Z,4.659
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/76240_MV_clean_0_to_2.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/76240_MV_clean_0_to_2.png,3705,Heart sound,11,2371,2022-06-19T03:57:18.979730Z,2022-06-19T03:57:18.979773Z,5.108
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/49748_AV_1_clean_20_to_22.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/49748_AV_1_clean_20_to_22.png,3704,Unsure,11,2370,2022-06-19T03:57:13.042314Z,2022-06-19T03:57:13.042357Z,7.286
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50054_TV_clean_10_to_12.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50054_TV_clean_10_to_12.png,3703,Heart sound,11,2369,2022-06-19T03:57:04.907986Z,2022-06-19T03:57:04.908024Z,4.617
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50715_MV_clean_4_to_6.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/50715_MV_clean_4_to_6.png,3702,Heart sound,11,2368,2022-06-19T03:56:59.446087Z,2022-06-19T03:56:59.446122Z,4.039
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85110_AV_clean_10_to_12.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85110_AV_clean_10_to_12.png,3701,Heart sound,11,2367,2022-06-19T03:56:54.590947Z,2022-06-19T03:56:54.590994Z,6.125
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84834_MV_clean_6_to_8.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/84834_MV_clean_6_to_8.png,3700,Heart sound,11,2366,2022-06-19T03:56:47.631457Z,2022-06-19T03:56:47.631498Z,4.007
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85162_PV_clean_4_to_6.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/85162_PV_clean_4_to_6.png,3699,Heart sound,11,2365,2022-06-19T03:56:42.804861Z,2022-06-19T03:56:42.804899Z,3.946
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68394_MV_clean_4_to_6.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/68394_MV_clean_4_to_6.png,3698,Unsure,11,2364,2022-06-19T03:56:38.057470Z,2022-06-19T03:56:38.057507Z,3.923
http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/57700_TV_clean_10_to_12.wav,http://algodev.matheusaraujo.com:8888/training_data/noise_annotations/57700_TV_clean_10_to_12.png,3697,Heart sound,11,2363,2022-06-19T03:56:33.263423Z,2022-06-19T03:56:33.263473Z,4.534
